#t_s,value
45.060000,-0.187496
45.061000,-0.174195
45.062000,-0.160554
45.063000,-0.146786
45.064000,-0.133103
45.065000,-0.119718
45.066000,-0.106843
45.067000,-0.094684
45.068000,-0.083444
45.069000,-0.073319
45.070000,-0.064496
45.071000,-0.057154
45.072000,-0.051459
45.073000,-0.047568
45.074000,-0.045625
45.075000,-0.045757
45.076000,-0.048077
45.077000,-0.052686
45.078000,-0.059663
45.079000,-0.069072
45.080000,-0.080959
45.081000,-0.095352
45.082000,-0.112261
45.083000,-0.131674
45.084000,-0.153563
45.085000,-0.177882
45.086000,-0.204563
45.087000,-0.233521
45.088000,-0.264655
45.089000,-0.297845
45.090000,-0.332954
45.091000,-0.369829
45.092000,-0.408302
45.093000,-0.448194
45.094000,-0.489308
45.095000,-0.531438
45.096000,-0.574369
45.097000,-0.617874
45.098000,-0.661719
45.099000,-0.705665
45.100000,-0.749464
45.101000,-0.792873
45.102000,-0.835638
45.103000,-0.877512
45.104000,-0.918245
45.105000,-0.957592
45.106000,-0.995312
45.107000,-1.031171
45.108000,-1.064942
45.109000,-1.096408
45.110000,-1.125360
45.111000,-1.151605
45.112000,-1.174961
45.113000,-1.195260
45.114000,-1.212349
45.115000,-1.226095
45.116000,-1.236379
45.117000,-1.243101
45.118000,-1.246183
45.119000,-1.245562
45.120000,-1.241197
45.121000,-1.233069
45.122000,-1.221179
45.123000,-1.205546
45.124000,-1.186213
45.125000,-1.163240
45.126000,-1.136713
45.127000,-1.106731
45.128000,-1.073417
45.129000,-1.036910
45.130000,-0.997369
45.131000,-0.954967
45.132000,-0.909896
45.133000,-0.862360
45.134000,-0.812578
45.135000,-0.760782
45.136000,-0.707215
45.137000,-0.652127
45.138000,-0.595780
45.139000,-0.538440
45.140000,-0.480379
45.141000,-0.421873
45.142000,-0.363199
45.143000,-0.304636
45.144000,-0.246459
45.145000,-0.188944
45.146000,-0.132358
45.147000,-0.076965
45.148000,-0.023022
45.149000,0.029224
45.150000,0.079536
45.151000,0.127689
45.152000,0.173471
45.153000,0.216681
45.154000,0.257140
45.155000,0.294675
45.156000,0.329140
45.157000,0.360399
45.158000,0.388340
45.159000,0.412865
45.160000,0.433899
45.161000,0.451385
45.162000,0.465285
45.163000,0.475584
45.164000,0.482281
45.165000,0.485401
45.166000,0.484985
45.167000,0.481093
45.168000,0.473805
45.169000,0.463216
45.170000,0.449440
45.171000,0.432606
45.172000,0.412860
45.173000,0.390361
45.174000,0.365280
45.175000,0.337803
45.176000,0.308123
45.177000,0.276447
45.178000,0.242984
45.179000,0.207956
45.180000,0.171585
45.181000,0.134100
45.182000,0.095732
45.183000,0.056713
45.184000,0.017274
45.185000,-0.022356
45.186000,-0.061952
45.187000,-0.101291
45.188000,-0.140157
45.189000,-0.178345
45.190000,-0.215653
45.191000,-0.251891
45.192000,-0.286880
45.193000,-0.320453
45.194000,-0.352455
45.195000,-0.382743
45.196000,-0.411190
45.197000,-0.437684
45.198000,-0.462128
45.199000,-0.484441
45.200000,-0.504556
45.201000,-0.522427
45.202000,-0.538018
45.203000,-0.551317
45.204000,-0.562322
45.205000,-0.571050
45.206000,-0.577535
45.207000,-0.581825
45.208000,-0.583981
45.209000,-0.584082
45.210000,-0.582220
45.211000,-0.578498
45.212000,-0.573032
45.213000,-0.565949
45.214000,-0.557387
45.215000,-0.547493
45.216000,-0.536421
45.217000,-0.524332
45.218000,-0.511393
45.219000,-0.497776
45.220000,-0.483655
45.221000,-0.469206
45.222000,-0.454607
45.223000,-0.440035
45.224000,-0.425664
45.225000,-0.411666
45.226000,-0.398207
45.227000,-0.385451
45.228000,-0.373552
45.229000,-0.362658
45.230000,-0.352908
45.231000,-0.344431
45.232000,-0.337347
45.233000,-0.331762
45.234000,-0.327772
45.235000,-0.325458
45.236000,-0.324890
45.237000,-0.326123
45.238000,-0.329198
45.239000,-0.334140
45.240000,-0.340959
45.241000,-0.349654
45.242000,-0.360203
45.243000,-0.372573
45.244000,-0.386716
45.245000,-0.402568
45.246000,-0.420051
45.247000,-0.439074
45.248000,-0.459533
45.249000,-0.481308
45.250000,-0.504273
45.251000,-0.528286
45.252000,-0.553195
45.253000,-0.578841
45.254000,-0.605057
45.255000,-0.631663
45.256000,-0.658478
45.257000,-0.685315
45.258000,-0.711980
45.259000,-0.738279
45.260000,-0.764014
45.261000,-0.788989
45.262000,-0.813004
45.263000,-0.835866
45.264000,-0.857383
45.265000,-0.877365
45.266000,-0.895631
45.267000,-0.912004
45.268000,-0.926314
45.269000,-0.938403
45.270000,-0.948118
45.271000,-0.955322
45.272000,-0.959883
45.273000,-0.961689
45.274000,-0.960633
45.275000,-0.956630
45.276000,-0.949601
45.277000,-0.939488
45.278000,-0.926248
45.279000,-0.909849
45.280000,-0.890280
45.281000,-0.867545
45.282000,-0.841663
45.283000,-0.812669
45.284000,-0.780618
45.285000,-0.745577
45.286000,-0.707630
45.287000,-0.666878
45.288000,-0.623434
45.289000,-0.577430
45.290000,-0.529007
45.291000,-0.478322
45.292000,-0.425546
45.293000,-0.370858
45.294000,-0.314450
45.295000,-0.256525
45.296000,-0.197294
45.297000,-0.136973
45.298000,-0.075790
45.299000,-0.013976
45.300000,0.048234
45.301000,0.110600
45.302000,0.172879
45.303000,0.234830
45.304000,0.296210
45.305000,0.356777
45.306000,0.416291
45.307000,0.474519
45.308000,0.531228
45.309000,0.586194
45.310000,0.639199
45.311000,0.690034
45.312000,0.738498
45.313000,0.784400
45.314000,0.827561
45.315000,0.867811
45.316000,0.904996
45.317000,0.938973
45.318000,0.969613
45.319000,0.996804
45.320000,1.020444
45.321000,1.040452
45.322000,1.056759
45.323000,1.069313
45.324000,1.078077
45.325000,1.083034
45.326000,1.084180
45.327000,1.081526
45.328000,1.075104
45.329000,1.064956
45.330000,1.051145
45.331000,1.033745
45.332000,1.012847
45.333000,0.988557
45.334000,0.960989
45.335000,0.930279
45.336000,0.896567
45.337000,0.860011
45.338000,0.820774
45.339000,0.779032
45.340000,0.734971
45.341000,0.688782
45.342000,0.640664
45.343000,0.590825
45.344000,0.539473
45.345000,0.486824
45.346000,0.433095
45.347000,0.378505
45.348000,0.323275
45.349000,0.267625
45.350000,0.211775
45.351000,0.155941
45.352000,0.100337
45.353000,0.045174
45.354000,-0.009344
45.355000,-0.063020
45.356000,-0.115659
45.357000,-0.167077
45.358000,-0.217098
45.359000,-0.265553
45.360000,-0.312285
45.361000,-0.357146
45.362000,-0.399998
45.363000,-0.440715
45.364000,-0.479183
45.365000,-0.515298
45.366000,-0.548970
45.367000,-0.580121
45.368000,-0.608683
45.369000,-0.634606
45.370000,-0.657846
45.371000,-0.678376
45.372000,-0.696179
45.373000,-0.711253
45.374000,-0.723605
45.375000,-0.733254
45.376000,-0.740232
45.377000,-0.744581
45.378000,-0.746354
45.379000,-0.745613
45.380000,-0.742429
45.381000,-0.736884
45.382000,-0.729067
45.383000,-0.719075
45.384000,-0.707011
45.385000,-0.692985
45.386000,-0.677114
45.387000,-0.659518
45.388000,-0.640321
45.389000,-0.619653
45.390000,-0.597643
45.391000,-0.574426
45.392000,-0.550134
45.393000,-0.524905
45.394000,-0.498871
45.395000,-0.472167
45.396000,-0.444927
45.397000,-0.417280
45.398000,-0.389354
45.399000,-0.361274
45.400000,-0.333159
45.401000,-0.305129
45.402000,-0.277292
45.403000,-0.249756
45.404000,-0.222623
45.405000,-0.195984
45.406000,-0.169932
45.407000,-0.144547
45.408000,-0.119902
45.409000,-0.096068
45.410000,-0.073105
45.411000,-0.051067
45.412000,-0.030000
45.413000,-0.009943
45.414000,0.009073
45.415000,0.027021
45.416000,0.043886
45.417000,0.059657
45.418000,0.074329
45.419000,0.087908
45.420000,0.100401
45.421000,0.111823
45.422000,0.122197
45.423000,0.131550
45.424000,0.139913
45.425000,0.147323
45.426000,0.153822
45.427000,0.159454
45.428000,0.164269
45.429000,0.168318
45.430000,0.171657
45.431000,0.174344
45.432000,0.176435
45.433000,0.177995
45.434000,0.179081
45.435000,0.179759
45.436000,0.180089
45.437000,0.180135
45.438000,0.179956
45.439000,0.179616
45.440000,0.179171
45.441000,0.178681
45.442000,0.178199
45.443000,0.177778
45.444000,0.177469
45.445000,0.177318
45.446000,0.177368
45.447000,0.177660
45.448000,0.178228
45.449000,0.179106
45.450000,0.180320
45.451000,0.181892
45.452000,0.183843
45.453000,0.186185
45.454000,0.188929
45.455000,0.192076
45.456000,0.195629
45.457000,0.199579
45.458000,0.203918
45.459000,0.208630
45.460000,0.213693
45.461000,0.219086
45.462000,0.224776
45.463000,0.230731
45.464000,0.236911
45.465000,0.243276
45.466000,0.249778
45.467000,0.256368
45.468000,0.262992
45.469000,0.269593
45.470000,0.276110
45.471000,0.282483
45.472000,0.288645
45.473000,0.294531
45.474000,0.300071
45.475000,0.305194
45.476000,0.309832
45.477000,0.313912
45.478000,0.317360
45.479000,0.320108
45.480000,0.322082
45.481000,0.323212
45.482000,0.323429
45.483000,0.322667
45.484000,0.320861
45.485000,0.317947
45.486000,0.313867
45.487000,0.308564
45.488000,0.301986
45.489000,0.294085
45.490000,0.284819
45.491000,0.274147
45.492000,0.262036
45.493000,0.248460
45.494000,0.233397
45.495000,0.216831
45.496000,0.198754
45.497000,0.179163
45.498000,0.158065
45.499000,0.135470
45.500000,0.111400
45.501000,0.085882
45.502000,0.058950
45.503000,0.030649
45.504000,0.001029
45.505000,-0.029850
45.506000,-0.061923
45.507000,-0.095115
45.508000,-0.129343
45.509000,-0.164517
45.510000,-0.200542
45.511000,-0.237310
45.512000,-0.274713
45.513000,-0.312631
45.514000,-0.350942
45.515000,-0.389514
45.516000,-0.428213
45.517000,-0.466898
45.518000,-0.505427
45.519000,-0.543648
45.520000,-0.581411
45.521000,-0.618563
45.522000,-0.654946
45.523000,-0.690404
45.524000,-0.724777
45.525000,-0.757907
45.526000,-0.789639
45.527000,-0.819817
45.528000,-0.848286
45.529000,-0.874897
45.530000,-0.899503
45.531000,-0.921965
45.532000,-0.942146
45.533000,-0.959916
45.534000,-0.975155
45.535000,-0.987744
45.536000,-0.997582
45.537000,-1.004569
45.538000,-1.008620
45.539000,-1.009657
45.540000,-1.007615
45.541000,-1.002441
45.542000,-0.994092
45.543000,-0.982541
45.544000,-0.967770
45.545000,-0.949776
45.546000,-0.928571
45.547000,-0.904177
45.548000,-0.876635
45.549000,-0.845995
45.550000,-0.812324
45.551000,-0.775700
45.552000,-0.736218
45.553000,-0.693983
45.554000,-0.649116
45.555000,-0.601749
45.556000,-0.552025
45.557000,-0.500103
45.558000,-0.446148
45.559000,-0.390338
45.560000,-0.332863
45.561000,-0.273917
45.562000,-0.213704
45.563000,-0.152436
45.564000,-0.090333
45.565000,-0.027615
45.566000,0.035490
45.567000,0.098750
45.568000,0.161935
45.569000,0.224811
45.570000,0.287145
45.571000,0.348705
45.572000,0.409264
45.573000,0.468595
45.574000,0.526478
45.575000,0.582697
45.576000,0.637047
45.577000,0.689326
45.578000,0.739344
45.579000,0.786922
45.580000,0.831888
45.581000,0.874084
45.582000,0.913368
45.583000,0.949603
45.584000,0.982675
45.585000,1.012478
45.586000,1.038924
45.587000,1.061940
45.588000,1.081469
45.589000,1.097469
45.590000,1.109915
45.591000,1.118797
45.592000,1.124123
45.593000,1.125916
45.594000,1.124214
45.595000,1.119072
45.596000,1.110559
45.597000,1.098758
45.598000,1.083768
45.599000,1.065700
45.600000,1.044677
45.601000,1.020834
45.602000,0.994319
45.603000,0.965287
45.604000,0.933903
45.605000,0.900341
45.606000,0.864780
45.607000,0.827407
45.608000,0.788411
45.609000,0.747987
45.610000,0.706331
45.611000,0.663638
45.612000,0.620108
45.613000,0.575936
45.614000,0.531314
45.615000,0.486435
45.616000,0.441482
45.617000,0.396636
45.618000,0.352070
45.619000,0.307952
45.620000,0.264437
45.621000,0.221676
45.622000,0.179806
45.623000,0.138957
45.624000,0.099245
45.625000,0.060777
45.626000,0.023645
45.627000,-0.012068
45.628000,-0.046292
45.629000,-0.078972
45.630000,-0.110062
45.631000,-0.139533
45.632000,-0.167363
45.633000,-0.193548
45.634000,-0.218090
45.635000,-0.241006
45.636000,-0.262323
45.637000,-0.282078
45.638000,-0.300320
45.639000,-0.317104
45.640000,-0.332493
45.641000,-0.346561
45.642000,-0.359386
45.643000,-0.371050
45.644000,-0.381646
45.645000,-0.391264
45.646000,-0.400002
45.647000,-0.407955
45.648000,-0.415224
45.649000,-0.421908
45.650000,-0.428105
45.651000,-0.433910
45.652000,-0.439417
45.653000,-0.444716
45.654000,-0.449893
45.655000,-0.455028
45.656000,-0.460197
45.657000,-0.465467
45.658000,-0.470898
45.659000,-0.476545
45.660000,-0.482454
45.661000,-0.488663
45.662000,-0.495200
45.663000,-0.502084
45.664000,-0.509329
45.665000,-0.516934
45.666000,-0.524895
45.667000,-0.533195
45.668000,-0.541812
45.669000,-0.550714
45.670000,-0.559861
45.671000,-0.569205
45.672000,-0.578693
45.673000,-0.588265
45.674000,-0.597856
45.675000,-0.607394
45.676000,-0.616805
45.677000,-0.626009
45.678000,-0.634927
45.679000,-0.643476
45.680000,-0.651571
45.681000,-0.659128
45.682000,-0.666063
45.683000,-0.672296
45.684000,-0.677746
45.685000,-0.682337
45.686000,-0.685998
45.687000,-0.688658
45.688000,-0.690258
45.689000,-0.690739
45.690000,-0.690054
45.691000,-0.688159
45.692000,-0.685020
45.693000,-0.680610
45.694000,-0.674910
45.695000,-0.667912
45.696000,-0.659615
45.697000,-0.650029
45.698000,-0.639169
45.699000,-0.627063
45.700000,-0.613746
45.701000,-0.599263
45.702000,-0.583664
45.703000,-0.567014
45.704000,-0.549377
45.705000,-0.530829
45.706000,-0.511454
45.707000,-0.491337
45.708000,-0.470572
45.709000,-0.449257
45.710000,-0.427491
45.711000,-0.405379
45.712000,-0.383027
45.713000,-0.360543
45.714000,-0.338034
45.715000,-0.315606
45.716000,-0.293367
45.717000,-0.271419
45.718000,-0.249864
45.719000,-0.228796
45.720000,-0.208309
45.721000,-0.188490
45.722000,-0.169419
45.723000,-0.151169
45.724000,-0.133809
45.725000,-0.117396
45.726000,-0.101982
45.727000,-0.087609
45.728000,-0.074309
45.729000,-0.062108
45.730000,-0.051020
45.731000,-0.041053
45.732000,-0.032200
45.733000,-0.024453
45.734000,-0.017788
45.735000,-0.012177
45.736000,-0.007580
45.737000,-0.003954
45.738000,-0.001245
45.739000,0.000605
45.740000,0.001661
45.741000,0.001994
45.742000,0.001679
45.743000,0.000792
45.744000,-0.000583
45.745000,-0.002368
45.746000,-0.004475
45.747000,-0.006823
45.748000,-0.009329
45.749000,-0.011913
45.750000,-0.014496
45.751000,-0.017005
45.752000,-0.019370
45.753000,-0.021526
45.754000,-0.023417
45.755000,-0.024990
45.756000,-0.026202
45.757000,-0.027019
45.758000,-0.027414
45.759000,-0.027369
45.760000,-0.026875
45.761000,-0.025936
45.762000,-0.024562
45.763000,-0.022776
45.764000,-0.020610
45.765000,-0.018105
45.766000,-0.015313
45.767000,-0.012295
45.768000,-0.009120
45.769000,-0.005868
45.770000,-0.002623
45.771000,0.000521
45.772000,0.003464
45.773000,0.006101
45.774000,0.008324
45.775000,0.010017
45.776000,0.011067
45.777000,0.011356
45.778000,0.010766
45.779000,0.009182
45.780000,0.006489
45.781000,0.002577
45.782000,-0.002661
45.783000,-0.009323
45.784000,-0.017506
45.785000,-0.027293
45.786000,-0.038760
45.787000,-0.051973
45.788000,-0.066986
45.789000,-0.083840
45.790000,-0.102566
45.791000,-0.123176
45.792000,-0.145672
45.793000,-0.170039
45.794000,-0.196245
45.795000,-0.224245
45.796000,-0.253976
45.797000,-0.285357
45.798000,-0.318295
45.799000,-0.352677
45.800000,-0.388376
45.801000,-0.425251
45.802000,-0.463140
45.803000,-0.501876
45.804000,-0.541271
45.805000,-0.581127
45.806000,-0.621237
45.807000,-0.661382
45.808000,-0.701332
45.809000,-0.740852
45.810000,-0.779701
45.811000,-0.817632
45.812000,-0.854394
45.813000,-0.889739
45.814000,-0.923414
45.815000,-0.955172
45.816000,-0.984767
45.817000,-1.011960
45.818000,-1.036519
45.819000,-1.058221
45.820000,-1.076853
45.821000,-1.092217
45.822000,-1.104124
45.823000,-1.112406
45.824000,-1.116907
45.825000,-1.117494
45.826000,-1.114049
45.827000,-1.106477
45.828000,-1.094706
45.829000,-1.078681
45.830000,-1.058379
45.831000,-1.033794
45.832000,-1.004944
45.833000,-0.971876
45.834000,-0.934661
45.835000,-0.893389
45.836000,-0.848182
45.837000,-0.799181
45.838000,-0.746552
45.839000,-0.690486
45.840000,-0.631189
45.841000,-0.568898
45.842000,-0.503861
45.843000,-0.436348
45.844000,-0.366647
45.845000,-0.295059
45.846000,-0.221900
45.847000,-0.147499
45.848000,-0.072191
45.849000,0.003675
45.850000,0.079749
45.851000,0.155674
45.852000,0.231093
45.853000,0.305647
45.854000,0.378983
45.855000,0.450748
45.856000,0.520599
45.857000,0.588202
45.858000,0.653230
45.859000,0.715375
45.860000,0.774336
45.861000,0.829836
45.862000,0.881610
45.863000,0.929417
45.864000,0.973037
45.865000,1.012269
45.866000,1.046939
45.867000,1.076898
45.868000,1.102021
45.869000,1.122210
45.870000,1.137396
45.871000,1.147533
45.872000,1.152606
45.873000,1.152627
45.874000,1.147635
45.875000,1.137694
45.876000,1.122899
45.877000,1.103365
45.878000,1.079238
45.879000,1.050683
45.880000,1.017890
45.881000,0.981071
45.882000,0.940457
45.883000,0.896296
45.884000,0.848856
45.885000,0.798417
45.886000,0.745274
45.887000,0.689732
45.888000,0.632106
45.889000,0.572718
45.890000,0.511895
45.891000,0.449965
45.892000,0.387260
45.893000,0.324108
45.894000,0.260836
45.895000,0.197765
45.896000,0.135207
45.897000,0.073466
45.898000,0.012835
45.899000,-0.046404
45.900000,-0.103987
45.901000,-0.159664
45.902000,-0.213201
45.903000,-0.264386
45.904000,-0.313023
45.905000,-0.358937
45.906000,-0.401979
45.907000,-0.442015
45.908000,-0.478940
45.909000,-0.512668
45.910000,-0.543137
45.911000,-0.570308
45.912000,-0.594166
45.913000,-0.614718
45.914000,-0.631993
45.915000,-0.646041
45.916000,-0.656934
45.917000,-0.664762
45.918000,-0.669637
45.919000,-0.671686
45.920000,-0.671054
45.921000,-0.667901
45.922000,-0.662397
45.923000,-0.654731
45.924000,-0.645098
45.925000,-0.633701
45.926000,-0.620756
45.927000,-0.606478
45.928000,-0.591088
45.929000,-0.574812
45.930000,-0.557874
45.931000,-0.540495
45.932000,-0.522897
45.933000,-0.505295
45.934000,-0.487897
45.935000,-0.470907
45.936000,-0.454516
45.937000,-0.438909
45.938000,-0.424254
45.939000,-0.410712
45.940000,-0.398428
45.941000,-0.387530
45.942000,-0.378136
45.943000,-0.370345
45.944000,-0.364240
45.945000,-0.359885
45.946000,-0.357333
45.947000,-0.356614
45.948000,-0.357744
45.949000,-0.360720
45.950000,-0.365526
45.951000,-0.372126
45.952000,-0.380469
45.953000,-0.390491
45.954000,-0.402113
45.955000,-0.415239
45.956000,-0.429766
45.957000,-0.445575
45.958000,-0.462539
45.959000,-0.480520
45.960000,-0.499374
45.961000,-0.518947
45.962000,-0.539083
45.963000,-0.559617
45.964000,-0.580386
45.965000,-0.601222
45.966000,-0.621958
45.967000,-0.642427
45.968000,-0.662464
45.969000,-0.681908
45.970000,-0.700605
45.971000,-0.718401
45.972000,-0.735154
45.973000,-0.750728
45.974000,-0.764994
45.975000,-0.777834
45.976000,-0.789143
45.977000,-0.798822
45.978000,-0.806786
45.979000,-0.812964
45.980000,-0.817294
45.981000,-0.819730
45.982000,-0.820237
45.983000,-0.818792
45.984000,-0.815388
45.985000,-0.810029
45.986000,-0.802733
45.987000,-0.793530
45.988000,-0.782461
45.989000,-0.769579
45.990000,-0.754951
45.991000,-0.738651
45.992000,-0.720763
45.993000,-0.701384
45.994000,-0.680615
45.995000,-0.658566
45.996000,-0.635356
45.997000,-0.611106
45.998000,-0.585945
45.999000,-0.560003
46.000000,-0.533416
46.001000,-0.506321
46.002000,-0.478856
46.003000,-0.451159
46.004000,-0.423368
46.005000,-0.395619
46.006000,-0.368046
46.007000,-0.340780
46.008000,-0.313948
46.009000,-0.287672
46.010000,-0.262070
46.011000,-0.237252
46.012000,-0.213324
46.013000,-0.190384
46.014000,-0.168523
46.015000,-0.147824
46.016000,-0.128361
46.017000,-0.110203
46.018000,-0.093408
46.019000,-0.078028
46.020000,-0.064102
46.021000,-0.051668
46.022000,-0.040747
46.023000,-0.031359
46.024000,-0.023512
46.025000,-0.017210
46.026000,-0.012443
46.027000,-0.009201
46.028000,-0.007463
46.029000,-0.007204
46.030000,-0.008391
46.031000,-0.010985
46.032000,-0.014945
46.033000,-0.020223
46.034000,-0.026768
46.035000,-0.034524
46.036000,-0.043433
46.037000,-0.053434
46.038000,-0.064463
46.039000,-0.076457
46.040000,-0.089346
46.041000,-0.103065
46.042000,-0.117545
46.043000,-0.132718
46.044000,-0.148516
46.045000,-0.164871
46.046000,-0.181714
46.047000,-0.198982
46.048000,-0.216608
46.049000,-0.234528
46.050000,-0.252680
46.051000,-0.271003
46.052000,-0.289438
46.053000,-0.307927
46.054000,-0.326415
46.055000,-0.344847
46.056000,-0.363170
46.057000,-0.381334
46.058000,-0.399289
46.059000,-0.416988
46.060000,-0.434383
46.061000,-0.451429
46.062000,-0.468083
46.063000,-0.484301
46.064000,-0.500042
46.065000,-0.515262
46.066000,-0.529922
46.067000,-0.543981
46.068000,-0.557400
46.069000,-0.570139
46.070000,-0.582160
46.071000,-0.593423
46.072000,-0.603891
46.073000,-0.613525
46.074000,-0.622286
46.075000,-0.630139
46.076000,-0.637045
46.077000,-0.642968
46.078000,-0.647870
46.079000,-0.651719
46.080000,-0.654478
46.081000,-0.656113
46.082000,-0.656594
46.083000,-0.655888
46.084000,-0.653968
46.085000,-0.650805
46.086000,-0.646376
46.087000,-0.640657
46.088000,-0.633630
46.089000,-0.625277
46.090000,-0.615586
46.091000,-0.604546
46.092000,-0.592154
46.093000,-0.578407
46.094000,-0.563309
46.095000,-0.546867
46.096000,-0.529095
46.097000,-0.510010
46.098000,-0.489637
46.099000,-0.468004
46.100000,-0.445145
46.101000,-0.421103
46.102000,-0.395921
46.103000,-0.369653
46.104000,-0.342358
46.105000,-0.314099
46.106000,-0.284944
46.107000,-0.254971
46.108000,-0.224259
46.109000,-0.192893
46.110000,-0.160967
46.111000,-0.128575
46.112000,-0.095818
46.113000,-0.062800
46.114000,-0.029628
46.115000,0.003584
46.116000,0.036724
46.117000,0.069674
46.118000,0.102317
46.119000,0.134532
46.120000,0.166198
46.121000,0.197195
46.122000,0.227402
46.123000,0.256699
46.124000,0.284968
46.125000,0.312093
46.126000,0.337958
46.127000,0.362456
46.128000,0.385478
46.129000,0.406923
46.130000,0.426691
46.131000,0.444692
46.132000,0.460838
46.133000,0.475049
46.134000,0.487252
46.135000,0.497379
46.136000,0.505371
46.137000,0.511177
46.138000,0.514752
46.139000,0.516063
46.140000,0.515080
46.141000,0.511787
46.142000,0.506172
46.143000,0.498236
46.144000,0.487983
46.145000,0.475432
46.146000,0.460607
46.147000,0.443540
46.148000,0.424274
46.149000,0.402858
46.150000,0.379349
46.151000,0.353810
46.152000,0.326318
46.153000,0.296948
46.154000,0.265787
46.155000,0.232926
46.156000,0.198464
46.157000,0.162504
46.158000,0.125152
46.159000,0.086522
46.160000,0.046729
46.161000,0.005891
46.162000,-0.035867
46.163000,-0.078421
46.164000,-0.121647
46.165000,-0.165414
46.166000,-0.209595
46.167000,-0.254060
46.168000,-0.298681
46.169000,-0.343329
46.170000,-0.387877
46.171000,-0.432199
46.172000,-0.476169
46.173000,-0.519669
46.174000,-0.562578
46.175000,-0.604780
46.176000,-0.646163
46.177000,-0.686618
46.178000,-0.726042
46.179000,-0.764333
46.180000,-0.801397
46.181000,-0.837144
46.182000,-0.871486
46.183000,-0.904346
46.184000,-0.935648
46.185000,-0.965323
46.186000,-0.993310
46.187000,-1.019551
46.188000,-1.043997
46.189000,-1.066600
46.190000,-1.087326
46.191000,-1.106142
46.192000,-1.123024
46.193000,-1.137952
46.194000,-1.150915
46.195000,-1.161908
46.196000,-1.170933
46.197000,-1.177997
46.198000,-1.183114
46.199000,-1.186308
46.200000,-1.187607
46.201000,-1.187044
46.202000,-1.184660
46.203000,-1.180505
46.204000,-1.174630
46.205000,-1.167096
46.206000,-1.157971
46.207000,-1.147326
46.208000,-1.135239
46.209000,-1.121795
46.210000,-1.107084
46.211000,-1.091200
46.212000,-1.074242
46.213000,-1.056318
46.214000,-1.037535
46.215000,-1.018008
46.216000,-0.997855
46.217000,-0.977196
46.218000,-0.956158
46.219000,-0.934866
46.220000,-0.913453
46.221000,-0.892048
46.222000,-0.870787
46.223000,-0.849804
46.224000,-0.829233
46.225000,-0.809208
46.226000,-0.789864
46.227000,-0.771333
46.228000,-0.753747
46.229000,-0.737232
46.230000,-0.721914
46.231000,-0.707912
46.232000,-0.695344
46.233000,-0.684319
46.234000,-0.674942
46.235000,-0.667311
46.236000,-0.661515
46.237000,-0.657636
46.238000,-0.655748
46.239000,-0.655914
46.240000,-0.658188
46.241000,-0.662613
46.242000,-0.669219
46.243000,-0.678027
46.244000,-0.689044
46.245000,-0.702264
46.246000,-0.717671
46.247000,-0.735232
46.248000,-0.754903
46.249000,-0.776623
46.250000,-0.800321
46.251000,-0.825910
46.252000,-0.853289
46.253000,-0.882344
46.254000,-0.912949
46.255000,-0.944961
46.256000,-0.978228
46.257000,-1.012583
46.258000,-1.047850
46.259000,-1.083838
46.260000,-1.120351
46.261000,-1.157178
46.262000,-1.194104
46.263000,-1.230903
46.264000,-1.267346
46.265000,-1.303194
46.266000,-1.338209
46.267000,-1.372144
46.268000,-1.404757
46.269000,-1.435800
46.270000,-1.465030
46.271000,-1.492204
46.272000,-1.517085
46.273000,-1.539439
46.274000,-1.559042
46.275000,-1.575677
46.276000,-1.589135
46.277000,-1.599220
46.278000,-1.605748
46.279000,-1.608551
46.280000,-1.607473
46.281000,-1.602376
46.282000,-1.593140
46.283000,-1.579663
46.284000,-1.561863
46.285000,-1.539679
46.286000,-1.513070
46.287000,-1.482020
46.288000,-1.446531
46.289000,-1.406631
46.290000,-1.362372
46.291000,-1.313829
46.292000,-1.261097
46.293000,-1.204299
46.294000,-1.143580
46.295000,-1.079105
46.296000,-1.011065
46.297000,-0.939670
46.298000,-0.865150
46.299000,-0.787758
46.300000,-0.707763
46.301000,-0.625450
46.302000,-0.541123
46.303000,-0.455101
46.304000,-0.367712
46.305000,-0.279298
46.306000,-0.190211
46.307000,-0.100809
46.308000,-0.011457
46.309000,0.077477
46.310000,0.165623
46.311000,0.252612
46.312000,0.338074
46.313000,0.421648
46.314000,0.502977
46.315000,0.581714
46.316000,0.657518
46.317000,0.730067
46.318000,0.799050
46.319000,0.864172
46.320000,0.925157
46.321000,0.981747
46.322000,1.033708
46.323000,1.080827
46.324000,1.122913
46.325000,1.159805
46.326000,1.191363
46.327000,1.217478
46.328000,1.238066
46.329000,1.253072
46.330000,1.262469
46.331000,1.266262
46.332000,1.264482
46.333000,1.257187
46.334000,1.244467
46.335000,1.226438
46.336000,1.203245
46.337000,1.175055
46.338000,1.142066
46.339000,1.104497
46.340000,1.062587
46.341000,1.016604
46.342000,0.966829
46.343000,0.913565
46.344000,0.857130
46.345000,0.797854
46.346000,0.736085
46.347000,0.672178
46.348000,0.606494
46.349000,0.539405
46.350000,0.471283
46.351000,0.402504
46.352000,0.333442
46.353000,0.264469
46.354000,0.195952
46.355000,0.128250
46.356000,0.061713
46.357000,-0.003318
46.358000,-0.066518
46.359000,-0.127576
46.360000,-0.186197
46.361000,-0.242104
46.362000,-0.295042
46.363000,-0.344775
46.364000,-0.391090
46.365000,-0.433797
46.366000,-0.472732
46.367000,-0.507751
